__id,id_election,id_brut_miom,code_departement,code_commune,code_bv,no_panneau,voix,ratio_voix_inscrits,ratio_voix_exprimes,nuance,sexe,nom,prenom,liste,libelle_abrege_liste,libelle_etendu_liste,nom_tete_liste,binome
7084494,2024_legi_t2,21231_0051,21,21231,0051,2,395,42.52,70.41,UG,F,HERVIEU,Catherine,,,,,
7084495,2024_legi_t2,21231_0052,21,21231,0052,2,437,44.64,70.14,UG,F,HERVIEU,Catherine,,,,,
7084501,2024_legi_t2,21231_0058,21,21231,0058,2,391,44.84,70.83,UG,F,HERVIEU,Catherine,,,,,
7084502,2024_legi_t2,21231_0059,21,21231,0059,2,365,39.16,65.77,UG,F,HERVIEU,Catherine,,,,,
7084503,2024_legi_t2,21231_0060,21,21231,0060,2,464,39.93,64.71,UG,F,HERVIEU,Catherine,,,,,
7084504,2024_legi_t2,21231_0061,21,21231,0061,2,373,37.15,62.79,UG,F,HERVIEU,Catherine,,,,,
7084505,2024_legi_t2,21231_0062,21,21231,0062,2,402,46.42,74.31,UG,F,HERVIEU,Catherine,,,,,
7084506,2024_legi_t2,21231_0063,21,21231,0063,2,446,52.53,76.63,UG,F,HERVIEU,Catherine,,,,,
7084507,2024_legi_t2,21231_0064,21,21231,0064,2,345,44.17,69,UG,F,HERVIEU,Catherine,,,,,
7084508,2024_legi_t2,21231_0065,21,21231,0065,2,443,49.06,70.09,UG,F,HERVIEU,Catherine,,,,,
7084510,2024_legi_t2,21231_0067,21,21231,0067,2,334,40.98,63.38,UG,F,HERVIEU,Catherine,,,,,
7084511,2024_legi_t2,21231_0068,21,21231,0068,2,387,41.26,64.61,UG,F,HERVIEU,Catherine,,,,,
7084512,2024_legi_t2,21231_0069,21,21231,0069,2,386,42.14,67.01,UG,F,HERVIEU,Catherine,,,,,
7084513,2024_legi_t2,21231_0070,21,21231,0070,2,412,40.51,65.92,UG,F,HERVIEU,Catherine,,,,,
7084514,2024_legi_t2,21231_0071,21,21231,0071,2,427,37.85,60.91,UG,F,HERVIEU,Catherine,,,,,
7084516,2024_legi_t2,21231_0073,21,21231,0073,2,452,38.44,65.04,UG,F,HERVIEU,Catherine,,,,,
7084518,2024_legi_t2,21231_0075,21,21231,0075,2,429,43.82,66.72,UG,F,HERVIEU,Catherine,,,,,
